firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
ALDI,2016-03-27, Hgv Driver,"Current Employee, more than 3 years","Neston, North West England, England, England",1,1.0,1.0,,2.0,1.0,1.0,x,r,r,If Work was a plenty I wouldn't  choose Aldi,Being paid on time and getting to go home every night free coffee from the vending machine..you'll need it to stay awake from the long hours you do which they snatch back off you towards the end of the month,"Arrogant Management,bullying, poor decisions drivers afraid to have a breaks poor planning really poor atmosphere in the work place. Aldi won't recognise the union ..yet !! Oh you only get paid for the hours you work now ..monthly pay , no extra pay  for working most weekends as its part of your working week you can't take holidays Xmas, Easter, valentines,Mother's Day etc"
ALDI,2016-01-09, Apprentice,Current Employee,"York, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Apprentice Deputy Manager,"Everyday is a new challenge, meet a lot of new people and work with an incredible team",No main concerns at the store
ALDI,2019-04-13, Marketing,Former Employee,"Atherstone, England, England",2,3.0,1.0,,2.0,4.0,1.0,x,r,v,Head office,"Decent salary with regular pay increases.
Interesting brand.
Usually able to leave on time.
Free fruit.","Extremely corporate environment.
Odd dynamic between management and ‘assistants’.
Depressing atmosphere with negativity on a daily basis from staff who feel undervalued by the business.
Micro-management and unnecessary rules that seem to be enforced for discipline’s sake. 
Lack of progression."
AJ-Bell,2020-06-09, Business Development,"Current Employee, more than 5 years","Manchester, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Great company to work for,"Great office and working environment, good on-site facilities, gym, roof terrace and large communal area. Well organised and well attended company events, Financial support for relevant professional qualifications.","Due to location parking can be difficult for those without a company space, although public transport links nearby are very good."
ALDI,2021-02-23, Retail Sales Assistant,"Current Employee, more than 5 years","Dundee, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great Place to work (some times),Plenty of area for professional and personal growth,"Depends on the store can bit a bit ""cleecky"""
ALDI,2019-06-24, Assistant Store,"Current Employee, more than 1 year","Blackburn, England, England",2,1.0,4.0,,1.0,3.0,1.0,x,r,x,Hard work and very long hours,"Hourly pay is pretty good for what the job is. 
Aldi as an overall company is good to work for.","Rota shifts being either 6am-1pm or 1pm-10pm are horrible and not fair.
Management don’t communicate together.
Very physically demanding.
Extremely stressful and a “bully” culture.
Short staffed."
ALDI,2020-11-26, Store Assistant,"Former Employee, more than 3 years","Newbury, England, England",2,3.0,1.0,1.0,1.0,2.0,1.0,x,r,r,Terrible workplace -dirty and disorganised,"paid breaks, paid holidays nothing else","disorganised, messy, right hand does not know what left hand is doing and vice versa, inconsistent, awful food waste management, expected to work all hours, constantly short of staff, staff attitudes appalling"
ALDI,2019-11-12, Area Manager,"Former Employee, less than 1 year","Atherstone, England, England",2,1.0,3.0,,3.0,4.0,2.0,x,r,x,"Great pay, no life","Gives you thicker skin
Big starting Salary","Archaic culture
Unreasonable working hours 
Outdated processes"
AJ-Bell,2020-06-10, Team Leader,"Current Employee, more than 1 year",,5,5.0,5.0,,5.0,5.0,5.0,v,o,v,Great company,"Great working atmosphere with friendly and encouraging management. 

The chance of progression is on offer for everyone and you are rewarded for hard work and a positive attitude.",Pay could be better in comparison to competitors but other benefits more than make up for this
AJ-Bell,2020-06-09, Administrator,"Former Employee, more than 3 years",,2,1.0,1.0,,1.0,2.0,1.0,x,x,x,If you're not a yes man your chances of getting a senior role are slim to none,"Some of the staff are fantastic and completely overlooked for their efforts. 
Gym had good equipment and trainers lovely.","Alot of false hope given to make you think you'll be promoted etc when in reality if your face doesn't fit you never stand a chance in the first place.
Alot of management promoting friends over people that deserve the promotions. If you have any personal problems do not go to management or HR - no understanding and anything gets used against you. Bonuses depend on if the manager can find anything to use so they don't have to give it you no matter how hard you have worked (or so it was on the department I worked)"
ALDI,2019-02-20, Shop Manager,"Current Employee, more than 5 years","Rochdale, England, England",5,5.0,4.0,,5.0,3.0,5.0,v,v,v,"I am the manager of a homeless charity in Rochdale 
I have several volunteers who run it with me",Love helping people that’s the most rewarding,Very hard to keep volunteers as they sadly have to move on
ALDI,2020-07-24, Store Assistant,"Current Employee, more than 1 year","Stratford, London, England, England",3,1.0,4.0,,3.0,4.0,2.0,v,r,r,Great benefits,"Good wages, great management, benefits",No balance with family life
AFH-Wealth-Management,2021-04-14, Anonymous Employee,"Current Employee, more than 3 years",,3,,,,,,,o,o,o,Good company,"Transition from office working to home working was seamless. Provided with all equipment with no disruption to workflow.

Lots of social events throughout the year to raise money for charity in the local community, recently these have been online and are always a success.

Lots of experienced staff in the company to refer to for advice/help","Not a very competitive salary, however this will generally be increased based on personal performance."
ALDI,2021-01-07, Store Assistant,Current Employee,"Newcastle upon Tyne, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Excellent company to work for,"Good pay, excellent to work for",4am starts are a killer
ALDI,2021-02-02, Personal Banker,Current Employee,"Wigan, England, England",3,3.0,3.0,3.0,2.0,2.0,3.0,x,v,v,Amazing,Brilliant demanding comforting showstopping lovely,Not so brilliant awful disgusting
ALDI,2017-11-03, Store Assistant,"Current Employee, more than 1 year","Leicester, England, England",3,2.0,3.0,,4.0,5.0,3.0,x,r,v,Consistency Would Be Nice,"Plenty of hours.
Good pay.","Inconsistent management (depending on store).
Long shifts which may not fit around family life. 
Not great for single parents."
ALDI,2016-03-17, Duty Assistant,Former Employee,"Southampton, England, England",3,3.0,3.0,,3.0,4.0,5.0,v,r,v,Working at ALDI,Aldi is a good company to work for if you are make it to assistant manager level. The pay package is great.,If you are a low level worker it is exhausting . You have to do a two man job for the extra penny you earned on top those that work in ASDA. it can also be discriminatory if you are eastern European or black. I felt that in the two stores I worked at.
AFH-Wealth-Management,2020-02-20, Administrative,Current Employee,,5,5.0,5.0,,5.0,5.0,4.0,v,o,v,Great to work at,"Friendly people, genuine attempts to engage and upskill staff, excellent progression opportunities if you're prepared to work for it","Tiny bit old fashioned in certain ways I.e. dress code, old style sales techniques etc"
ALDI,2017-08-26, Store Associate,"Former Employee, more than 1 year","Corby, Northamptonshire, East Midlands, England, England",2,1.0,1.0,,1.0,3.0,1.0,x,x,r,"Burnt out , no respect, stupid hours, no social life",If you're extremely hardworking and determined enough to rise above too many cooks who think they're in charge then it's ok,"- pay never correct
- always accusations of staff thefts, they will search your car and bag etc
- always told to do something by one member of staff and then something completely different five minutes later, then the original manager who asked you to do the first task will get you in trouble for not doing that one.
- 10 hour stints on a till with no let off, not enough time for a toilet break!
- bullying culture
- basic health and safety frequently ignored because it is physically impossible to get the job done properly if all rules are followed
- you will need to stay longer than your shift time even if you've just done 11 hours
- the longer you do this job the more chance that you WILL get injuries, either hands, elbows, knees and feet are all pretty normal"
ALDI,2014-09-19, Store Manager,"Current Employee, more than 10 years","Leeds, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Love it!,Love having to work hard for my money ! I like working to speed every day is a challenge love it ! Having to slove problems just love this job ! The team i have is fantastic we go out after work meet up on days off we all have a laugh every day !,Having to work to speed great pay and being able to work your way up to the top from the bottom ! Its not for everyone some people dont like to work at a fast pace or having to work at all !
ALDI,2021-03-26, ASM,"Current Employee, more than 3 years","Exeter, England, England",4,2.0,3.0,5.0,5.0,5.0,3.0,v,r,r,Aldi ASM,Good money and opportunities to progress,Anti social hours and no work life balance
ALDI,2020-12-01, Store Assistant,"Current Employee, more than 3 years","Middleton, Greater Manchester, North West England, England, England",2,1.0,1.0,5.0,2.0,4.0,2.0,x,r,x,Not enough care about staff. Can be poor work life balance,Pay that’s about it sadly,Managers don’t care about staff or feelings
ALDI,2020-09-01, Store Assistant,"Current Employee, more than 5 years","Oldham, England, England",4,3.0,4.0,,3.0,5.0,4.0,v,r,v,Great place to work once the dust has settled,"Pay Scheme better than other Retailers.
Less staff generally means higher hourly rates are attainable as long as your flexible.
Staff are for the most part pleasent to work with.
Work environment is often variable and feels fresh","The bradford index us a terrible absence system that punishes people looking to actively get back into work after a short term illness.
Overall quality of employees at Store Assistant/Deputy Manager level can be poor and often goes without punishment lowering the overall expectations and moral of hard working employees.
Lower staff count can make work feel pressurised and usually even 1 person abscent means that you will be late out of a shift"
